cluster,bmi,hba1c,dmagediag,homa2b,homa2ir
MARD,4.589697684074502,0.5998050426957552,7.6040206042494445,43.036739668634326,1.3119866414051131
MOD,6.965736287328051,0.6089339156111874,7.916803347653602,48.288609866155355,1.87948245852453
Pooled,7.020495992994325,0.9287608612976592,12.442862032339304,101.11010216242082,3.3403766000505093
SIDD,7.294357619376677,1.5991655296243734,13.735521597943805,55.71196572356482,3.42759782733688
SIRD,5.96655005384181,0.6962260431794157,9.397746167531752,116.46039886872362,3.4101230901310666
