cluster,bmi,hba1c,dmagediag,homa2b,homa2ir
MARD,29.407797882261903,6.133068783068783,72.4740432702844,89.76832010582011,2.2269115754239417
MOD,37.89085317711584,6.32655634357762,51.99607932033097,134.08778565799844,3.906333825109535
Pooled,33.16580757242523,6.368818477938999,63.43575030118745,140.11832987859046,4.083164534335801
SIDD,33.73458984898148,9.837962962962964,61.11910197861111,64.51203703703703,4.395813626509259
SIRD,32.39654382920082,6.44139344262295,65.69239276895492,328.53524590163937,10.225145153040984
